claim,cleaned_claim,source_label,normalized_label,source_category
فيديو يُظهر طفلاً يبكي أثناء سماعه صوت تلاوة لآيات من القرآن الكريم.,يديو ظهر طفل بكى أثناء سماع صوت تلاو ايا قران كريم,مضلل,Partly-false,روحانيات ودين
باب صخري ينغلق فجأة في أحد الجبال في إيرلندا(فيديو),باب صخر انغلق جا أحد جبل ايرلندافيديو,fake,False,اجتماعي
سائح يهودي يعترض على تمثال اليهودي والمسيحي والمسلم,سايح يهودي اعترض تمثال يهودي مسيح مسلم,partially-fake,Partly-false,سياسي
مقطع فيديو يُصوّر الرئيس الروسي فلاديمير بوتين وهو يعزف النشيد الوطني اللبناني.,مقطع يديو صور رييس روسي لاديمير وت عزف نشيد وطن لبنان,مضلل,Partly-false,سياسة
(مقطع) سر إن عرفته لن تصاب بمرض السكري إطلاقًا,مقطع سر عرف أصاب مرض سكر إطلاق,fake,False,طبي
طائرات الدرون تقوم برفع شاحنة بوزن أربعين طنًا,طاير در قام رفع شاحن وزن طن,fake,False,تكنولوجيا
مساج الدماغ بسائل النخاع الشوكي عند الركوع والسجود بالصلاة,مساج دماغ سايل نخاع شوك ركوع سجود صلا,partially-fake,Partly-false,طبي
فيديو يُظهر عدم استقبال الرئيس التركي رجب طيب أردوغان أمام مقر مجلس الوزراء في لندن.,يديو ظهر عدم استقبال رييس ترك رجب طيب اردوغان مقر مجلس وزير ندن,مضلل,Partly-false,سياسة
"السيسي يُعلّق على ظاهرة الانتحار في مصر بالقول ""الناس بتنتحر حنعملّهم إيه؟!"".",سيس علق ظاهر انتحار مصر قول ناس تنتحر حنعملهم اي,مضلل,Partly-false,سياسة
صورة لأحد الجنود الفرنسيين قبل أن يطلق النار على مواطن جزائري، إبان الاستعمار الفرنسي للجزائر,صورة أحد جندي فرنسي أطلق نار مواطن جزاير إبان استعمار فرنس جزاير,زائف,False,سياسة
إصابة من أحرق القرآن في النرويج بمرض في يديه,أصاب أحرق قران نرويج مرض يد,fake,False,ديني
ظهور السيدة مريم العذراء فوق بحيرة في دولة أرمينيا(فيديو),ظهور سيد مريم عذراء حير دولة ارمينيافيديو,fake,False,ديني
فى الوقت الذى تُلقي فية الداخلية القبض على من قاموا برفع علم فلسطين فى المدرجات. هنا رونالدو يتضامن مع أهل غزة والصحفي الفلسطيني معاذ العمارنة.,وقت لقي داخلي قبض قام رفع سط مدرج رونالدو يتضامن أهل غز صحيفة فلسطين عمار,زائف,False,سياسة
وفاة طفلة بسبب ابتلاعها لبطارية دائرية مسطحة,فا طفل ابتلاع بطاري دايري مسطح,correct,True,طبي
صقر يقتنص طائرة تجسس إسرائيلية بدون طيار في غزة,صقر اقتنص طاير تجسس اسراييلي دون طيار غز,misleading-title,False,سياسي
فيديو يُصوّر كيف تضامن الطباخ التركي بوراك مع المتظاهرين في العراق.,يديو صور تضامن طباخ ترك راك متظاهر عراق,مضلل,Partly-false,سياسة
مقاطع فيديو تُظهر سقوط الشعر المستعار للرئيس الأمريكي دونالد ترامب.,مقطع يديو ظهر سقوط شعر مستعير رييس امر دونالد ترامب,زائف,False,ترفيه
شاب يعتدي على من أحرق القرآن الكريم في النرويجتعرف على  جنسيته,شاب اعتد أحرق قران كريم نرويجتعرف جنسية,misleading-title,False,ديني
بيوت إرم ذات العماد موجودة في سلطنة عمان,يو ارم عماد موجود سلطن عمان,fake,False,ديني
دمية بشرية تتحرك مصنوعة في الصين (فيديو),دم شري تحرك مصنوع ص يديو,fake,False,اجتماعي
الخبز الأبيض هو السبب الرئيسي للتقزم عند العرب,خبز ابيض سبب رييس تقزم عرب,fake,False,طبي
رداً على العدوان الإسرائيلي الأخير على غزة، رئيس البرلمان الكويتي يطرد الوفد الإسرائيلي من قاعة البرلمان الدولي.,رد عدوان اسراييل أخير غز رييس برلمان كويت طرد وفد اسراييل قاع برلمان دولة,مضلل,Partly-false,سياسة
شجرة تنبت بشكل مفاجئ وتخترق سيارة من الأسفل,شجرة نبت شكل مفاج اخترق سيار أسفل,misleading-title,False,اجتماعي
كريستيانو رونالدو يتضامن مع الصحفي الفلسطيني,ريستيانو رونالدو يتضامن صحيفة فلسطين,fake,False,اجتماعي
فيديو يعرض سمكة بوجه إنسان,يديو عرض سمك ج إنسان,misleading-title,False,علوم
العثور على قبر النمرود وزوجته في كركوك بالعراق,عثور قبر نمرود زوج ركوك عراق,partially-fake,Partly-false,ديني
فيديو يُظهر احتفالاً بعيد المولد النبوي في إندونيسيا.,يديو ظهر احتفال عيد مولد نبو إندونيسيا,زائف,False,روحانيات ودين
الدقيق -الطحين- هو العلاج الأمثل للحروق الجلدية,دقيق طح علاج امثل حرق جلدي,fake,False,طبي
صورة تجمع ألبرت أينشتاين وعالم الفيزياء العراقي عبد الجبار عبد الله.,صورة جمع برى اينشتا عالم فيزياء عراق عبد جبار عبد ل,زائف,False,علوم
أطفال يعتدون على الرئيس الأمريكي دونالد ترامب,أطفال اعتدى رييس امر دونالد ترامب,fake,False,سياسي
مقطع فيديو يظهر فيه روبوت يؤدي حركات قتالية بمهارة عالية.,مقطع يديو ظهر روبوت ود حركة قتالي مهار عالي,مضلل,Partly-false,تكنولوجيا
معلومات عن مولد وحياة رسول الله ﷺ وتوضيح الصحيح من الخرافة فيها,معلومة مولد حي رسول ل  توضيح صحيح خروف,partially-fake,Partly-false,ديني
صورة لمتظاهر يضع قنبلة دخانية في فمه أثناء الحركة الاحتجاجية في العراق.,صورة متظاهر وضع قنبل دخان فم أثناء حرك احتجاج عراق,مضلل,Partly-false,سياسة
الإعجاز العلمي للقرآن الكريم في ذكر وجود كائنات تعيش فوق جناح البعوضة,اعجاز علم قران كريم ذكر جود اين عاش جناح عوض,partially-fake,Partly-false,ديني
فيديو يُظهر مشادّة كلامية بين صحفيّة سورية وجندي تركي مشارك في دوريّة روسية تركية مشتركة في الشمال السوري.,يديو ظهر مشاد لم صحفي سوري جند ترك مشارك دوري روسي تركي مشترك شمال سور,مضلل,Partly-false,سياسة
شركة نقل مغربية تمنع بيع تذاكر الحافلات للمهاجرين الأفارقة المقيمين في المغرب بصورة غير قانونية.,شرك نقل مغربي منع بيع تذكرة حافل مهاجر افارق مقيم مغرب صورة قانوني,زائف,False,أخبار
طفل ميت يمسك يد والده عند القبر وقبل دفنه(فيديو),طفل ميت أمسك يد الد قبر دفنهفيديو,misleading-title,False,طبي
"صورة لفتاة تحمل علم لبنان مكتوباً عليه ""لبنان واليمن والعراق عربية وليست إيرانية... ارحلو يا عملا إيران"".",صورة فت حمل بنان مكتوب بنان يمن عراق عربي ليس ايراني ارحلو عمل إيران,مضلل,Partly-false,سياسة
امتصاص القمر الماء الراكد في جسم الإنسان في الأيام البيض,امتصاص قمر ماء راكد جسم إنسان أيام بيض,fake,False,ديني
الرضع الغير مرغوب فيهم يُعرضون للبيع في فرنسا عام 1940,راضع غير مرغوب هم عرض بيع رنسا عام ألف وتسعمئة وأربعون,fake,False,اجتماعي
قناة سعودية تعلن ظهور المسيح الدجال,قنا سعودي أعلن ظهور مسيح دجال,misleading-title,False,ديني
